day,week,month,complete
0.6769,0.4453,0.4451,0.3938
0.5252,0.4196,0.3803,0.3994
0.6393,0.3635,0.3914,0.3563
0.6246,0.3319,0.3397,0.3356
0.506,0.401,0.388,0.3521
0.839,0.8019,0.6623,4.0555
