day,week,month,complete
0.7517,0.5596,0.5558,0.4288
0.5417,0.3797,0.3899,0.3985
0.55,0.456,0.4706,0.3802
0.7589,0.5533,0.5159,0.4576
0.4894,0.426,0.4232,0.3366
0.8232,0.7976,0.6589,too high
